CacheSize,BlockSize,Associativity,WriteAlloc,WritePolicy,Replacement,LoadMisses,StoreMisses,TotalCycles,Command
256,16,8,write-allocate,write-back,lru,4304,17504,7933883,./csim 256 16 8 write-allocate write-back lru < gcc.trace
1024,4,8,write-allocate,write-back,lru,4393,17577,7955483,./csim 1024 4 8 write-allocate write-back lru < gcc.trace
2048,2,8,write-allocate,write-back,lru,4487,17608,7983083,./csim 2048 2 8 write-allocate write-back lru < gcc.trace
4096,1,16,write-allocate,write-back,fifo,3550,9060,8088083,./csim 4096 1 16 write-allocate write-back fifo < gcc.trace
4096,1,16,write-allocate,write-back,lru,3550,9060,8088083,./csim 4096 1 16 write-allocate write-back lru < gcc.trace
256,16,8,write-allocate,write-back,fifo,4684,17660,8101483,./csim 256 16 8 write-allocate write-back fifo < gcc.trace
512,8,8,write-allocate,write-back,fifo,4722,17672,8108883,./csim 512 8 8 write-allocate write-back fifo < gcc.trace
1024,4,8,write-allocate,write-back,fifo,4781,17760,8136283,./csim 1024 4 8 write-allocate write-back fifo < gcc.trace
2048,2,8,write-allocate,write-back,fifo,4878,17785,8167683,./csim 2048 2 8 write-allocate write-back fifo < gcc.trace
256,8,32,write-allocate,write-back,lru,1762,4581,8372483,./csim 256 8 32 write-allocate write-back lru < gcc.trace
512,4,32,write-allocate,write-back,lru,1794,4582,8400483,./csim 512 4 32 write-allocate write-back lru < gcc.trace
64,8,4,write-allocate,write-back,fifo,13601,31218,8446883,./csim 64 8 4 write-allocate write-back fifo < gcc.trace
1024,2,32,write-allocate,write-back,lru,1864,4608,8485283,./csim 1024 2 32 write-allocate write-back lru < gcc.trace
256,8,8,write-allocate,write-back,lru,4713,17777,8493683,./csim 256 8 8 write-allocate write-back lru < gcc.trace
128,16,8,write-allocate,write-back,lru,4691,17787,8494483,./csim 128 16 8 write-allocate write-back lru < gcc.trace
4096,1,8,write-allocate,write-back,fifo,5827,18102,8504683,./csim 4096 1 8 write-allocate write-back fifo < gcc.trace
4096,1,8,write-allocate,write-back,lru,5827,18102,8504683,./csim 4096 1 8 write-allocate write-back lru < gcc.trace
512,4,8,write-allocate,write-back,lru,4807,17828,8534483,./csim 512 4 8 write-allocate write-back lru < gcc.trace
256,8,16,write-allocate,write-back,lru,2936,8973,8562483,./csim 256 8 16 write-allocate write-back lru < gcc.trace
128,4,4,write-allocate,write-back,fifo,14281,31381,8566383,./csim 128 4 4 write-allocate write-back fifo < gcc.trace
512,4,16,write-allocate,write-back,lru,2986,9018,8607683,./csim 512 4 16 write-allocate write-back lru < gcc.trace
256,8,32,write-allocate,write-back,fifo,1937,4614,8647683,./csim 256 8 32 write-allocate write-back fifo < gcc.trace
1024,2,8,write-allocate,write-back,lru,5108,17985,8653483,./csim 1024 2 8 write-allocate write-back lru < gcc.trace
512,4,32,write-allocate,write-back,fifo,1957,4620,8658883,./csim 512 4 32 write-allocate write-back fifo < gcc.trace
1024,2,16,write-allocate,write-back,lru,3092,9045,8668083,./csim 1024 2 16 write-allocate write-back lru < gcc.trace
1024,2,32,write-allocate,write-back,fifo,2017,4645,8723683,./csim 1024 2 32 write-allocate write-back fifo < gcc.trace
256,2,4,write-allocate,write-back,lru,17108,31254,8783183,./csim 256 2 4 write-allocate write-back lru < gcc.trace
128,16,8,write-allocate,write-back,fifo,5415,18123,8821283,./csim 128 16 8 write-allocate write-back fifo < gcc.trace
256,8,16,write-allocate,write-back,fifo,3269,9069,8830083,./csim 256 8 16 write-allocate write-back fifo < gcc.trace
256,8,8,write-allocate,write-back,fifo,5468,18117,8833683,./csim 256 8 8 write-allocate write-back fifo < gcc.trace
512,4,8,write-allocate,write-back,fifo,5535,18159,8863083,./csim 512 4 8 write-allocate write-back fifo < gcc.trace
512,4,16,write-allocate,write-back,fifo,3321,9120,8875283,./csim 512 4 16 write-allocate write-back fifo < gcc.trace
1024,2,16,write-allocate,write-back,fifo,3419,9139,8929683,./csim 1024 2 16 write-allocate write-back fifo < gcc.trace
1024,2,8,write-allocate,write-back,fifo,5744,18304,8957083,./csim 1024 2 8 write-allocate write-back fifo < gcc.trace
128,8,8,write-allocate,write-back,lru,5447,18067,8960883,./csim 128 8 8 write-allocate write-back lru < gcc.trace
256,4,8,write-allocate,write-back,lru,5611,18112,9015083,./csim 256 4 8 write-allocate write-back lru < gcc.trace
32,8,4,write-allocate,write-back,lru,16994,32441,9033983,./csim 32 8 4 write-allocate write-back lru < gcc.trace
64,4,4,write-allocate,write-back,lru,18096,32688,9225083,./csim 64 4 4 write-allocate write-back lru < gcc.trace
1024,1,4,write-allocate,write-back,fifo,19511,31612,9233383,./csim 1024 1 4 write-allocate write-back fifo < gcc.trace
1024,1,4,write-allocate,write-back,lru,19511,31612,9233383,./csim 1024 1 4 write-allocate write-back lru < gcc.trace
128,8,16,write-allocate,write-back,lru,3289,9208,9277683,./csim 128 8 16 write-allocate write-back lru < gcc.trace
512,2,8,write-allocate,write-back,lru,6302,18411,9300083,./csim 512 2 8 write-allocate write-back lru < gcc.trace
256,2,4,write-allocate,write-back,fifo,19404,32304,9337783,./csim 256 2 4 write-allocate write-back fifo < gcc.trace
256,4,16,write-allocate,write-back,lru,3399,9236,9344483,./csim 256 4 16 write-allocate write-back lru < gcc.trace
2048,1,32,write-allocate,write-back,fifo,2816,4711,9462883,./csim 2048 1 32 write-allocate write-back fifo < gcc.trace
2048,1,32,write-allocate,write-back,lru,2816,4711,9462883,./csim 2048 1 32 write-allocate write-back lru < gcc.trace
2048,1,8,write-allocate,write-back,fifo,7290,18758,9469683,./csim 2048 1 8 write-allocate write-back fifo < gcc.trace
2048,1,8,write-allocate,write-back,lru,7290,18758,9469683,./csim 2048 1 8 write-allocate write-back lru < gcc.trace
128,8,8,write-allocate,write-back,fifo,6673,18636,9531683,./csim 128 8 8 write-allocate write-back fifo < gcc.trace
256,4,32,write-allocate,write-back,lru,2071,4663,9543683,./csim 256 4 32 write-allocate write-back lru < gcc.trace
256,4,8,write-allocate,write-back,fifo,6788,18674,9567483,./csim 256 4 8 write-allocate write-back fifo < gcc.trace
512,2,16,write-allocate,write-back,lru,3744,9362,9588883,./csim 512 2 16 write-allocate write-back lru < gcc.trace
64,8,8,write-allocate,write-back,lru,7131,18740,9674483,./csim 64 8 8 write-allocate write-back lru < gcc.trace
2048,1,16,write-allocate,write-back,fifo,4535,9443,9684083,./csim 2048 1 16 write-allocate write-back fifo < gcc.trace
2048,1,16,write-allocate,write-back,lru,4535,9443,9684083,./csim 2048 1 16 write-allocate write-back lru < gcc.trace
512,2,32,write-allocate,write-back,lru,2201,4700,9720483,./csim 512 2 32 write-allocate write-back lru < gcc.trace
128,4,8,write-allocate,write-back,lru,7302,18801,9738283,./csim 128 4 8 write-allocate write-back lru < gcc.trace
512,2,8,write-allocate,write-back,fifo,7269,18920,9775283,./csim 512 2 8 write-allocate write-back fifo < gcc.trace
128,8,16,write-allocate,write-back,fifo,3948,9396,9781683,./csim 128 8 16 write-allocate write-back fifo < gcc.trace
256,4,16,write-allocate,write-back,fifo,4026,9439,9845283,./csim 256 4 16 write-allocate write-back fifo < gcc.trace
256,4,32,write-allocate,write-back,fifo,2386,4731,9985283,./csim 256 4 32 write-allocate write-back fifo < gcc.trace
512,2,16,write-allocate,write-back,fifo,4254,9551,10022883,./csim 512 2 16 write-allocate write-back fifo < gcc.trace
128,4,16,write-allocate,write-back,lru,4190,9471,10071683,./csim 128 4 16 write-allocate write-back lru < gcc.trace
512,2,32,write-allocate,write-back,fifo,2489,4748,10109283,./csim 512 2 32 write-allocate write-back fifo < gcc.trace
256,2,8,write-allocate,write-back,lru,8885,19251,10329883,./csim 256 2 8 write-allocate write-back lru < gcc.trace
32,8,4,write-allocate,write-back,fifo,22732,34715,10344383,./csim 32 8 4 write-allocate write-back fifo < gcc.trace
64,4,4,write-allocate,write-back,fifo,23041,34711,10368783,./csim 64 4 4 write-allocate write-back fifo < gcc.trace
128,2,4,write-allocate,write-back,lru,26436,34111,10497083,./csim 128 2 4 write-allocate write-back lru < gcc.trace
64,8,8,write-allocate,write-back,fifo,9173,19667,10613883,./csim 64 8 8 write-allocate write-back fifo < gcc.trace
128,4,32,write-allocate,write-back,lru,2508,4849,10616483,./csim 128 4 32 write-allocate write-back lru < gcc.trace
256,2,16,write-allocate,write-back,lru,5138,9707,10719283,./csim 256 2 16 write-allocate write-back lru < gcc.trace
128,4,8,write-allocate,write-back,fifo,9442,19803,10734483,./csim 128 4 8 write-allocate write-back fifo < gcc.trace
128,4,16,write-allocate,write-back,fifo,5228,9802,10901683,./csim 128 4 16 write-allocate write-back fifo < gcc.trace
64,4,8,write-allocate,write-back,lru,10454,19981,11000483,./csim 64 4 8 write-allocate write-back lru < gcc.trace
256,2,8,write-allocate,write-back,fifo,10327,20043,11056683,./csim 256 2 8 write-allocate write-back fifo < gcc.trace
1024,1,16,write-allocate,write-back,fifo,5959,9984,11127283,./csim 1024 1 16 write-allocate write-back fifo < gcc.trace
1024,1,16,write-allocate,write-back,lru,5959,9984,11127283,./csim 1024 1 16 write-allocate write-back lru < gcc.trace
256,2,32,write-allocate,write-back,lru,2932,4976,11210883,./csim 256 2 32 write-allocate write-back lru < gcc.trace
128,2,4,write-allocate,write-back,fifo,30079,35445,11288283,./csim 128 2 4 write-allocate write-back fifo < gcc.trace
1024,1,8,write-allocate,write-back,fifo,11444,20262,11319283,./csim 1024 1 8 write-allocate write-back fifo < gcc.trace
1024,1,8,write-allocate,write-back,lru,11444,20262,11319283,./csim 1024 1 8 write-allocate write-back lru < gcc.trace
256,2,16,write-allocate,write-back,fifo,5899,10003,11383283,./csim 256 2 16 write-allocate write-back fifo < gcc.trace
64,4,16,write-allocate,write-back,lru,6098,9960,11414883,./csim 64 4 16 write-allocate write-back lru < gcc.trace
128,4,32,write-allocate,write-back,fifo,3096,4975,11444483,./csim 128 4 32 write-allocate write-back fifo < gcc.trace
1024,1,32,write-allocate,write-back,fifo,3943,5007,11865283,./csim 1024 1 32 write-allocate write-back fifo < gcc.trace
1024,1,32,write-allocate,write-back,lru,3943,5007,11865283,./csim 1024 1 32 write-allocate write-back lru < gcc.trace
256,2,32,write-allocate,write-back,fifo,3385,5080,11866883,./csim 256 2 32 write-allocate write-back fifo < gcc.trace
512,1,4,write-allocate,write-back,fifo,37121,37846,12472883,./csim 512 1 4 write-allocate write-back fifo < gcc.trace
512,1,4,write-allocate,write-back,lru,37121,37846,12472883,./csim 512 1 4 write-allocate write-back lru < gcc.trace
32,4,4,write-allocate,write-back,lru,34549,38729,12505283,./csim 32 4 4 write-allocate write-back lru < gcc.trace
64,4,8,write-allocate,write-back,fifo,14040,21470,12591883,./csim 64 4 8 write-allocate write-back fifo < gcc.trace
64,4,16,write-allocate,write-back,fifo,8061,10575,13002483,./csim 64 4 16 write-allocate write-back fifo < gcc.trace
128,2,8,write-allocate,write-back,lru,18005,21427,13344083,./csim 128 2 8 write-allocate write-back lru < gcc.trace
128,2,16,write-allocate,write-back,lru,9160,10387,13425283,./csim 128 2 16 write-allocate write-back lru < gcc.trace
64,2,4,write-allocate,write-back,lru,41439,39470,13442383,./csim 64 2 4 write-allocate write-back lru < gcc.trace
128,2,32,write-allocate,write-back,lru,4978,5305,13954883,./csim 128 2 32 write-allocate write-back lru < gcc.trace
512,1,8,write-allocate,write-back,fifo,19411,21685,14013683,./csim 512 1 8 write-allocate write-back fifo < gcc.trace
512,1,8,write-allocate,write-back,lru,19411,21685,14013683,./csim 512 1 8 write-allocate write-back lru < gcc.trace
32,4,4,write-allocate,write-back,fifo,40743,41848,14080583,./csim 32 4 4 write-allocate write-back fifo < gcc.trace
32,4,8,write-allocate,write-back,lru,18651,22792,14081883,./csim 32 4 8 write-allocate write-back lru < gcc.trace
128,2,8,write-allocate,write-back,fifo,20089,22563,14427883,./csim 128 2 8 write-allocate write-back fifo < gcc.trace
512,1,16,write-allocate,write-back,fifo,10179,11280,14469283,./csim 512 1 16 write-allocate write-back fifo < gcc.trace
512,1,16,write-allocate,write-back,lru,10179,11280,14469283,./csim 512 1 16 write-allocate write-back lru < gcc.trace
512,1,32,write-allocate,write-back,fifo,5482,5514,14472483,./csim 512 1 32 write-allocate write-back fifo < gcc.trace
512,1,32,write-allocate,write-back,lru,5482,5514,14472483,./csim 512 1 32 write-allocate write-back lru < gcc.trace
64,2,4,write-allocate,write-back,fifo,45733,41712,14529483,./csim 64 2 4 write-allocate write-back fifo < gcc.trace
128,2,16,write-allocate,write-back,fifo,10911,10849,14696883,./csim 128 2 16 write-allocate write-back fifo < gcc.trace
128,2,32,write-allocate,write-back,fifo,5636,5487,14974083,./csim 128 2 32 write-allocate write-back fifo < gcc.trace
256,1,4,write-allocate,write-back,fifo,54510,43875,16048083,./csim 256 1 4 write-allocate write-back fifo < gcc.trace
256,1,4,write-allocate,write-back,lru,54510,43875,16048083,./csim 256 1 4 write-allocate write-back lru < gcc.trace
32,4,8,write-allocate,write-back,fifo,23679,24879,16433483,./csim 32 4 8 write-allocate write-back fifo < gcc.trace
64,2,8,write-allocate,write-back,lru,27962,24311,16905283,./csim 64 2 8 write-allocate write-back lru < gcc.trace
64,2,8,write-allocate,write-back,fifo,31402,25765,18483283,./csim 64 2 8 write-allocate write-back fifo < gcc.trace
128,1,4,write-allocate,write-back,fifo,69456,48145,18706683,./csim 128 1 4 write-allocate write-back fifo < gcc.trace
128,1,4,write-allocate,write-back,lru,69456,48145,18706683,./csim 128 1 4 write-allocate write-back lru < gcc.trace
16,4,4,write-allocate,write-back,lru,73165,52231,19907883,./csim 16 4 4 write-allocate write-back lru < gcc.trace
256,1,16,write-allocate,write-back,fifo,19334,12284,20312483,./csim 256 1 16 write-allocate write-back fifo < gcc.trace
256,1,16,write-allocate,write-back,lru,19334,12284,20312483,./csim 256 1 16 write-allocate write-back lru < gcc.trace
256,1,8,write-allocate,write-back,fifo,37585,28052,20631883,./csim 256 1 8 write-allocate write-back fifo < gcc.trace
256,1,8,write-allocate,write-back,lru,37585,28052,20631883,./csim 256 1 8 write-allocate write-back lru < gcc.trace
64,2,32,write-allocate,write-back,lru,10472,6046,20725283,./csim 64 2 32 write-allocate write-back lru < gcc.trace
64,2,16,write-allocate,write-back,lru,21036,12335,20779283,./csim 64 2 16 write-allocate write-back lru < gcc.trace
512,64,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 512 64 4 no-write-allocate write-through fifo < gcc.trace
512,64,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 512 64 4 no-write-allocate write-through lru < gcc.trace
512,128,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 512 128 4 no-write-allocate write-through fifo < gcc.trace
512,128,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 512 128 4 no-write-allocate write-through lru < gcc.trace
1024,32,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 1024 32 4 no-write-allocate write-through lru < gcc.trace
1024,64,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 1024 64 4 no-write-allocate write-through fifo < gcc.trace
1024,64,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 1024 64 4 no-write-allocate write-through lru < gcc.trace
1024,128,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 1024 128 4 no-write-allocate write-through fifo < gcc.trace
1024,128,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 1024 128 4 no-write-allocate write-through lru < gcc.trace
1024,256,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 1024 256 4 no-write-allocate write-through fifo < gcc.trace
1024,256,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 1024 256 4 no-write-allocate write-through lru < gcc.trace
2048,32,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 2048 32 4 no-write-allocate write-through fifo < gcc.trace
2048,32,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 2048 32 4 no-write-allocate write-through lru < gcc.trace
2048,64,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 2048 64 4 no-write-allocate write-through fifo < gcc.trace
2048,64,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 2048 64 4 no-write-allocate write-through lru < gcc.trace
2048,128,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 2048 128 4 no-write-allocate write-through fifo < gcc.trace
2048,128,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 2048 128 4 no-write-allocate write-through lru < gcc.trace
2048,256,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 2048 256 4 no-write-allocate write-through fifo < gcc.trace
2048,256,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 2048 256 4 no-write-allocate write-through lru < gcc.trace
4096,32,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 4096 32 4 no-write-allocate write-through fifo < gcc.trace
4096,32,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 4096 32 4 no-write-allocate write-through lru < gcc.trace
4096,64,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 4096 64 4 no-write-allocate write-through fifo < gcc.trace
4096,64,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 4096 64 4 no-write-allocate write-through lru < gcc.trace
4096,128,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 4096 128 4 no-write-allocate write-through fifo < gcc.trace
4096,128,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 4096 128 4 no-write-allocate write-through lru < gcc.trace
4096,256,4,no-write-allocate,write-through,fifo,9454,37470,21172213,./csim 4096 256 4 no-write-allocate write-through fifo < gcc.trace
4096,256,4,no-write-allocate,write-through,lru,9454,37470,21172213,./csim 4096 256 4 no-write-allocate write-through lru < gcc.trace
2048,16,4,no-write-allocate,write-through,lru,9455,37470,21172313,./csim 2048 16 4 no-write-allocate write-through lru < gcc.trace
4096,16,4,no-write-allocate,write-through,lru,9455,37470,21172313,./csim 4096 16 4 no-write-allocate write-through lru < gcc.trace
4096,8,4,no-write-allocate,write-through,lru,9456,37470,21172413,./csim 4096 8 4 no-write-allocate write-through lru < gcc.trace
4096,16,4,no-write-allocate,write-through,fifo,9456,37470,21172413,./csim 4096 16 4 no-write-allocate write-through fifo < gcc.trace
1024,32,4,no-write-allocate,write-through,fifo,9457,37471,21172512,./csim 1024 32 4 no-write-allocate write-through fifo < gcc.trace
2048,16,4,no-write-allocate,write-through,fifo,9458,37471,21172612,./csim 2048 16 4 no-write-allocate write-through fifo < gcc.trace
256,64,4,no-write-allocate,write-through,lru,9462,37470,21173013,./csim 256 64 4 no-write-allocate write-through lru < gcc.trace
4096,8,4,no-write-allocate,write-through,fifo,9464,37472,21173211,./csim 4096 8 4 no-write-allocate write-through fifo < gcc.trace
512,32,4,no-write-allocate,write-through,lru,9466,37472,21173411,./csim 512 32 4 no-write-allocate write-through lru < gcc.trace
1024,16,4,no-write-allocate,write-through,lru,9477,37474,21174509,./csim 1024 16 4 no-write-allocate write-through lru < gcc.trace
2048,8,4,no-write-allocate,write-through,lru,9487,37475,21175508,./csim 2048 8 4 no-write-allocate write-through lru < gcc.trace
4096,4,4,no-write-allocate,write-through,lru,9491,37475,21175908,./csim 4096 4 4 no-write-allocate write-through lru < gcc.trace
256,64,4,no-write-allocate,write-through,fifo,9498,37484,21176599,./csim 256 64 4 no-write-allocate write-through fifo < gcc.trace
512,32,4,no-write-allocate,write-through,fifo,9511,37494,21177889,./csim 512 32 4 no-write-allocate write-through fifo < gcc.trace
1024,16,4,no-write-allocate,write-through,fifo,9543,37559,21181024,./csim 1024 16 4 no-write-allocate write-through fifo < gcc.trace
2048,8,4,no-write-allocate,write-through,fifo,9583,37596,21184987,./csim 2048 8 4 no-write-allocate write-through fifo < gcc.trace
256,32,4,no-write-allocate,write-through,lru,9610,37489,21187794,./csim 256 32 4 no-write-allocate write-through lru < gcc.trace
512,16,4,no-write-allocate,write-through,lru,9616,37490,21188393,./csim 512 16 4 no-write-allocate write-through lru < gcc.trace
4096,4,4,no-write-allocate,write-through,fifo,9632,37754,21189729,./csim 4096 4 4 no-write-allocate write-through fifo < gcc.trace
1024,8,4,no-write-allocate,write-through,lru,9647,37493,21191490,./csim 1024 8 4 no-write-allocate write-through lru < gcc.trace
2048,4,4,no-write-allocate,write-through,lru,9669,37545,21193638,./csim 2048 4 4 no-write-allocate write-through lru < gcc.trace
4096,2,4,no-write-allocate,write-through,lru,9755,37565,21202218,./csim 4096 2 4 no-write-allocate write-through lru < gcc.trace
128,32,4,no-write-allocate,write-through,lru,9830,37536,21209747,./csim 128 32 4 no-write-allocate write-through lru < gcc.trace
256,16,4,no-write-allocate,write-through,lru,9833,37520,21210063,./csim 256 16 4 no-write-allocate write-through lru < gcc.trace
256,32,4,no-write-allocate,write-through,fifo,9845,37712,21211071,./csim 256 32 4 no-write-allocate write-through fifo < gcc.trace
512,16,4,no-write-allocate,write-through,fifo,9851,37719,21211664,./csim 512 16 4 no-write-allocate write-through fifo < gcc.trace
512,8,4,no-write-allocate,write-through,lru,9858,37570,21212513,./csim 512 8 4 no-write-allocate write-through lru < gcc.trace
1024,8,4,no-write-allocate,write-through,fifo,9910,37692,21217591,./csim 1024 8 4 no-write-allocate write-through fifo < gcc.trace
1024,4,4,no-write-allocate,write-through,lru,9916,37751,21218132,./csim 1024 4 4 no-write-allocate write-through lru < gcc.trace
2048,4,4,no-write-allocate,write-through,fifo,9971,37824,21223559,./csim 2048 4 4 no-write-allocate write-through fifo < gcc.trace
4096,2,4,no-write-allocate,write-through,fifo,10088,38228,21234855,./csim 4096 2 4 no-write-allocate write-through fifo < gcc.trace
2048,2,4,no-write-allocate,write-through,lru,10189,37932,21245251,./csim 2048 2 4 no-write-allocate write-through lru < gcc.trace
128,16,4,no-write-allocate,write-through,lru,10199,38015,21246168,./csim 128 16 4 no-write-allocate write-through lru < gcc.trace
256,8,4,no-write-allocate,write-through,lru,10225,37834,21248949,./csim 256 8 4 no-write-allocate write-through lru < gcc.trace
128,32,4,no-write-allocate,write-through,fifo,10326,38069,21258814,./csim 128 32 4 no-write-allocate write-through fifo < gcc.trace
256,16,4,no-write-allocate,write-through,fifo,10330,38088,21259195,./csim 256 16 4 no-write-allocate write-through fifo < gcc.trace
512,4,4,no-write-allocate,write-through,lru,10367,37985,21262998,./csim 512 4 4 no-write-allocate write-through lru < gcc.trace
512,8,4,no-write-allocate,write-through,fifo,10380,38382,21263901,./csim 512 8 4 no-write-allocate write-through fifo < gcc.trace
1024,4,4,no-write-allocate,write-through,fifo,10471,38396,21272987,./csim 1024 4 4 no-write-allocate write-through fifo < gcc.trace
2048,2,4,no-write-allocate,write-through,fifo,10671,38383,21293000,./csim 2048 2 4 no-write-allocate write-through fifo < gcc.trace
1024,2,4,no-write-allocate,write-through,lru,10981,38288,21324095,./csim 1024 2 4 no-write-allocate write-through lru < gcc.trace
128,16,4,no-write-allocate,write-through,fifo,11141,38934,21339449,./csim 128 16 4 no-write-allocate write-through fifo < gcc.trace
256,8,4,no-write-allocate,write-through,fifo,11180,38656,21343627,./csim 256 8 4 no-write-allocate write-through fifo < gcc.trace
512,4,4,no-write-allocate,write-through,fifo,11268,39074,21352009,./csim 512 4 4 no-write-allocate write-through fifo < gcc.trace
128,8,4,no-write-allocate,write-through,lru,11710,38495,21396788,./csim 128 8 4 no-write-allocate write-through lru < gcc.trace
1024,2,4,no-write-allocate,write-through,fifo,11759,39132,21401051,./csim 1024 2 4 no-write-allocate write-through fifo < gcc.trace
256,4,4,no-write-allocate,write-through,lru,11792,38581,21404902,./csim 256 4 4 no-write-allocate write-through lru < gcc.trace
64,16,4,no-write-allocate,write-through,lru,11825,38520,21408263,./csim 64 16 4 no-write-allocate write-through lru < gcc.trace
4096,1,4,no-write-allocate,write-through,fifo,11977,39102,21422881,./csim 4096 1 4 no-write-allocate write-through fifo < gcc.trace
4096,1,4,no-write-allocate,write-through,lru,11977,39102,21422881,./csim 4096 1 4 no-write-allocate write-through lru < gcc.trace
512,2,4,no-write-allocate,write-through,lru,13051,39205,21530178,./csim 512 2 4 no-write-allocate write-through lru < gcc.trace
128,8,4,no-write-allocate,write-through,fifo,13228,39967,21547116,./csim 128 8 4 no-write-allocate write-through fifo < gcc.trace
64,16,4,no-write-allocate,write-through,fifo,13305,39707,21555076,./csim 64 16 4 no-write-allocate write-through fifo < gcc.trace
256,4,4,no-write-allocate,write-through,fifo,13371,40082,21561301,./csim 256 4 4 no-write-allocate write-through fifo < gcc.trace
64,8,4,no-write-allocate,write-through,lru,13432,39222,21568261,./csim 64 8 4 no-write-allocate write-through lru < gcc.trace
512,2,4,no-write-allocate,write-through,fifo,14128,40415,21636668,./csim 512 2 4 no-write-allocate write-through fifo < gcc.trace
128,4,4,no-write-allocate,write-through,lru,14314,39453,21656230,./csim 128 4 4 no-write-allocate write-through lru < gcc.trace
32,2,4,write-allocate,write-back,lru,82693,55485,21740783,./csim 32 2 4 write-allocate write-back lru < gcc.trace
2048,1,4,no-write-allocate,write-through,fifo,15744,40604,21798079,./csim 2048 1 4 no-write-allocate write-through fifo < gcc.trace
2048,1,4,no-write-allocate,write-through,lru,15744,40604,21798079,./csim 2048 1 4 no-write-allocate write-through lru < gcc.trace
64,8,4,no-write-allocate,write-through,fifo,16451,43499,21865884,./csim 64 8 4 no-write-allocate write-through fifo < gcc.trace
128,4,4,no-write-allocate,write-through,fifo,16952,43678,21915805,./csim 128 4 4 no-write-allocate write-through fifo < gcc.trace
512,32,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 512 32 8 no-write-allocate write-through lru < gcc.trace
512,64,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 512 64 8 no-write-allocate write-through fifo < gcc.trace
512,64,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 512 64 8 no-write-allocate write-through lru < gcc.trace
1024,32,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 1024 32 8 no-write-allocate write-through fifo < gcc.trace
1024,32,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 1024 32 8 no-write-allocate write-through lru < gcc.trace
1024,64,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 1024 64 8 no-write-allocate write-through fifo < gcc.trace
1024,64,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 1024 64 8 no-write-allocate write-through lru < gcc.trace
1024,128,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 1024 128 8 no-write-allocate write-through fifo < gcc.trace
1024,128,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 1024 128 8 no-write-allocate write-through lru < gcc.trace
2048,32,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 2048 32 8 no-write-allocate write-through fifo < gcc.trace
2048,32,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 2048 32 8 no-write-allocate write-through lru < gcc.trace
2048,64,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 2048 64 8 no-write-allocate write-through fifo < gcc.trace
2048,64,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 2048 64 8 no-write-allocate write-through lru < gcc.trace
2048,128,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 2048 128 8 no-write-allocate write-through fifo < gcc.trace
2048,128,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 2048 128 8 no-write-allocate write-through lru < gcc.trace
2048,256,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 2048 256 8 no-write-allocate write-through fifo < gcc.trace
2048,256,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 2048 256 8 no-write-allocate write-through lru < gcc.trace
4096,32,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 4096 32 8 no-write-allocate write-through fifo < gcc.trace
